epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
128,1983.24,1.20771,0.68263,0.00773,0.73069,0.67689,0.72906,0.37209,1.93343,1.28415,0.02337,0.000265144,0.000265144,0.000265144
129,1998.46,1.19843,0.65376,0.0077,0.76669,0.67962,0.74751,0.3782,1.95272,1.19336,0.02381,0.00026161,0.00026161,0.00026161
130,2013.59,1.20636,0.67377,0.00785,0.74537,0.6753,0.735,0.35402,1.98377,1.23342,0.02422,0.000258075,0.000258075,0.000258075
131,2028.74,1.21468,0.66371,0.00762,0.77587,0.66026,0.70526,0.35263,1.95353,1.26245,0.02366,0.000254541,0.000254541,0.000254541
132,2043.97,1.18093,0.65667,0.00753,0.64159,0.67405,0.68538,0.34923,1.9622,1.36716,0.02424,0.000251007,0.000251007,0.000251007
133,2059.17,1.20386,0.66752,0.0074,0.69684,0.69971,0.74747,0.37582,1.95441,1.19368,0.02365,0.000247472,0.000247472,0.000247472
134,2074.31,1.18123,0.64231,0.00717,0.7355,0.69035,0.76585,0.3845,1.95296,1.15553,0.02351,0.000243938,0.000243938,0.000243938
135,2089.45,1.18512,0.64852,0.00738,0.76151,0.71816,0.75879,0.39034,1.90927,1.10792,0.02327,0.000240404,0.000240404,0.000240404
136,2104.65,1.18329,0.6375,0.00735,0.72526,0.73293,0.74205,0.38891,1.86592,1.16992,0.02228,0.000236869,0.000236869,0.000236869
137,2119.82,1.18167,0.64854,0.00758,0.72446,0.74241,0.74256,0.38716,1.94464,1.13063,0.02321,0.000233335,0.000233335,0.000233335
138,2134.99,1.16975,0.6261,0.0072,0.77911,0.59316,0.71571,0.38202,1.93955,1.20573,0.02272,0.000229801,0.000229801,0.000229801
139,2150.22,1.17591,0.65217,0.00739,0.81429,0.65174,0.74856,0.38606,1.95142,1.10747,0.02315,0.000226267,0.000226267,0.000226267
140,2165.52,1.17053,0.63465,0.0075,0.74392,0.63842,0.71923,0.37877,1.94722,1.1978,0.02342,0.000222732,0.000222732,0.000222732
141,2180.74,1.16152,0.62441,0.00748,0.69906,0.63388,0.73362,0.37607,1.97464,1.12418,0.02311,0.000219198,0.000219198,0.000219198
142,2195.94,1.15527,0.62378,0.00716,0.77349,0.70221,0.74633,0.37755,1.99509,1.17782,0.02402,0.000215664,0.000215664,0.000215664
143,2211.07,1.16245,0.62386,0.00712,0.7741,0.64616,0.74569,0.39324,1.90623,1.18287,0.02348,0.000212129,0.000212129,0.000212129
144,2226.21,1.14505,0.6123,0.00714,0.67732,0.71659,0.75353,0.39425,1.92036,1.1887,0.02297,0.000208595,0.000208595,0.000208595
145,2241.29,1.15105,0.63825,0.00719,0.75212,0.64025,0.72404,0.37897,1.9178,1.21891,0.02347,0.000205061,0.000205061,0.000205061
146,2256.5,1.15827,0.61438,0.00706,0.81136,0.6644,0.75377,0.38932,1.92785,1.21338,0.02369,0.000201527,0.000201527,0.000201527
